,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_50,MACD,MACD_Signal,Upper_BB,Middle_BB,Lower_BB,Daily_Return,Volatility_20,ATR
2019-10-31,219.09090272423592,219.8345318844444,211.05044877481967,211.9335021972656,6994856.0,0.0,0.0,,,,,,,,,,
2019-11-01,211.65464082497863,222.62313200252208,211.46873707963996,220.8570251464844,9208037.0,0.0,0.0,,,,,,,,0.042105296504338696,,
2019-11-04,221.87949425994327,236.8914586901,221.87949425994327,232.56912231445312,17613567.0,0.0,0.0,,,,,,,,0.05303022242647981,,
2019-11-05,235.4971558271566,236.2407707685496,227.0384011251256,228.7115631103516,10394354.0,0.0,0.0,,,,,,,,-0.016586721253932346,,
2019-11-06,228.61861748048665,233.59162424639155,227.08489384500768,230.7565460205078,7121343.0,0.0,0.0,,,,,,,,0.008941318411476828,,
2019-11-07,232.56911344595628,236.8449701781285,225.9694388001806,234.84646606445312,12103874.0,0.0,0.0,,,,,,,,0.017723961094398666,,
2019-11-08,234.9394245300293,238.42517266845704,230.98890997314453,232.3832092285156,7150985.0,0.0,0.0,,,,,,,,-0.010488796690095836,,
2019-11-11,231.5466418402748,235.40419754819905,230.57062949744275,234.1493225097656,5599046.0,0.0,0.0,,,,,,,,0.00760000383467152,,
2019-11-13,233.77751357495487,236.7520158811477,229.91995789117212,231.22129821777344,6493201.0,0.0,0.0,,,,,,,,-0.012504944539696639,,
2019-11-14,230.52414235360504,232.10434533141665,227.03839423333883,228.4326934814453,4522524.0,0.0,0.0,228.58607482910156,,,,,,,-0.012060328169690049,,
2019-11-15,228.66510527224048,232.38323706528504,225.13287723213872,227.5031890869141,5246862.0,0.0,0.0,230.1430435180664,,,,,,,-0.004069051502064047,,
2019-11-18,228.57214558837168,233.452193551464,227.549667858614,232.0114288330078,4846338.0,0.0,0.0,231.25848388671875,,,,,,,0.0198161606621321,,
2019-11-19,231.82549745731083,233.1733314967684,229.22281670805307,230.4311981201172,4461546.0,0.0,0.0,231.04469146728516,,,,,,,-0.006811003754595202,,
2019-11-20,230.24530228170943,234.52115940262405,228.6186196658143,231.17483520507807,4799567.0,0.0,0.0,231.29101867675783,,,,,,,0.0032271545304087823,,7.841271546872982
2019-11-21,230.52415673181065,231.40721014064664,226.9454494317088,227.9679412841797,3840421.0,0.0,0.0,231.012158203125,,,,,,,-0.013872158351723285,,7.599877915591901
2019-11-22,227.73556989223803,235.17183339892333,227.08489967211247,233.54515075683597,4927891.0,0.0,0.0,230.88202667236328,,,,,,,0.024464885023915972,,7.634667616393255
2019-11-25,235.0788347231054,242.60805592523752,234.5211235644385,241.8179473876953,11369913.0,0.0,0.0,231.82550048828125,,,,,,,0.03542268638012902,,7.736684584393848
2019-11-26,242.8404684716363,244.2812331099898,233.4057152742908,235.4042053222656,12880492.0,0.0,0.0,231.95098876953125,,,,,,,-0.026523019216381227,,7.960886959487074
2019-11-27,236.19432232789103,239.7265361022145,234.1493385424867,235.12535095214844,4739906.0,0.0,0.0,232.34139404296877,,,,,,,-0.0011845768419277425,,7.790623430932841
2019-11-28,235.72953390024009,246.23324364552937,234.4746588928068,245.35020446777344,9945852.0,0.0,0.0,234.03314514160158,,,,217.93674825275136,231.30960998535159,244.6824717179518,0.043486818729750354,,8.074049239632108
2019-11-29,244.0953349960809,250.50910606419487,241.72500918004224,243.1193084716797,12038238.0,0.0,0.0,235.59475708007812,,,,221.82738904137213,232.86890029907227,243.9104115567724,-0.009092700782268093,0.36230940775773274,8.124766928526432
2019-12-02,248.6500382864124,250.46263869739292,244.69952365943203,249.207763671875,10547869.0,0.0,0.0,237.31439056396485,,,,222.52157473437728,234.2864372253418,246.05129971630635,0.025043075510822854,0.34511887401048197,8.068950021182632
2019-12-03,248.41767422126495,248.650057452529,236.56612942679865,239.12234497070312,9848751.0,0.0,0.0,238.18350524902345,,,,222.69479012306016,234.6140983581543,246.53340659324846,-0.04046992177358921,0.336607433332022,8.395570322889325
2019-12-04,236.10135066719323,245.39667943361815,230.29177018817765,241.4926300048828,15220113.0,0.0,0.0,239.2152847290039,,,,223.29776767951037,235.25315170288087,247.20853572625137,0.009912436390961732,0.33070567208824897,8.874808817357266
2019-12-05,242.37570752812044,243.35170574179904,232.47618765916332,233.7310485839844,6962695.0,0.0,0.0,239.79159545898438,,,,223.6009362948255,235.4018768310547,247.2028173672839,-0.032140034338693835,0.35224728861659405,9.017716622020012
