,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_50,MACD,MACD_Signal,Upper_BB,Middle_BB,Lower_BB,Daily_Return,Volatility_20,ATR
2019-10-31,1351.3440509028335,1356.3625467029456,1338.7978114025543,1344.090087890625,2210277.0,0.0,0.0,,,,,,,,,,
2019-11-01,1347.4205431594644,1351.3898064767209,1318.4958009379725,1322.5106201171875,2287220.0,0.0,0.0,,,,,,,,-0.016055075450562728,,
2019-11-04,1330.1751377873215,1339.4821215992506,1323.0579538957174,1325.0653076171875,1459894.0,0.0,0.0,,,,,,,,0.0019316952628884998,,
2019-11-05,1327.6201058903544,1331.817370546365,1306.6336712267955,1313.7508544921875,2401916.0,0.0,0.0,,,,,,,,-0.008538789039271077,,
2019-11-06,1313.9333766039344,1338.5239601751657,1311.8803557029908,1325.8409423828125,2434431.0,0.0,0.0,,,,,,,,0.009202725044314741,,
2019-11-07,1332.136880628181,1332.136880628181,1305.7213876741357,1309.4168701171875,1999085.0,0.0,0.0,,,,,,,,-0.012387664116110031,,
2019-11-08,1304.7631395979406,1321.2329736362435,1295.684269726151,1298.421630859375,2217408.0,0.0,0.0,,,,,,,,-0.008397050250947613,,
2019-11-11,1294.9543752706045,1305.4932611071065,1284.7806046106232,1292.947021484375,2097492.0,0.0,0.0,,,,,,,,-0.004216357186976771,,
2019-11-13,1294.2699994883003,1295.547457037067,1267.443947881781,1271.048095703125,2929404.0,0.0,0.0,,,,,,,,-0.016937218166997114,,
2019-11-14,1274.6979566784564,1282.8643736227375,1256.4032134626268,1259.5968017578125,3000518.0,0.0,0.0,1306.2688232421876,,,,,,,-0.009009331734986636,,
2019-11-15,1262.4709251134889,1270.774231559865,1246.594208355297,1257.0418701171875,3409434.0,0.0,0.0,1297.5640014648438,,,,,,,-0.002028372600707984,,
2019-11-18,1266.4858772386865,1271.7781538439565,1242.0777380339782,1245.043212890625,2733161.0,0.0,0.0,1289.8172607421875,,,,,,,-0.009545153197994871,,
2019-11-19,1245.0432705852154,1257.543843699095,1242.305909052232,1246.183837890625,2396206.0,0.0,0.0,1281.9291137695313,,,,,,,0.0009161328604425645,,
2019-11-20,1251.886621720134,1271.367488199789,1245.818781634072,1259.916259765625,3914075.0,0.0,0.0,1276.545654296875,,,,,,,0.011019579501403642,,24.369010644006543
2019-11-21,1281.9976408094733,1293.7683175818668,1263.748564071972,1270.7744140625,5719318.0,0.0,0.0,1271.0390014648438,,,,,,,0.00861815554225398,,25.04637115630906
2019-11-22,1271.7322512168294,1276.4769655558616,1250.973931062438,1257.9542236328125,2363205.0,0.0,0.0,1265.8927368164063,,,,,,,-0.010088486428289856,,25.078989966102963
2019-11-25,1257.8173041400653,1267.3980670660503,1251.0651251345762,1259.9615478515625,2956576.0,0.0,0.0,1262.046728515625,,,,,,,0.0015957052975688057,,24.45427224934376
2019-11-26,1258.5929112045624,1259.1860283496885,1240.5263958887765,1243.67431640625,4853977.0,0.0,0.0,1257.1194580078127,,,,,,,-0.012926768656618792,,24.095763657446778
2019-11-27,1245.4995427047745,1250.0618120919717,1199.1012853136874,1218.5821533203125,7904745.0,0.0,0.0,1251.8728637695312,,,,,,,-0.02017583120832178,,26.014675308935168
2019-11-28,1226.3380572617275,1235.4625963782582,1211.0087869925424,1231.7215576171875,4503913.0,0.0,0.0,1249.085339355469,,,,1207.4801397061485,1277.6770812988282,1347.8740228915078,0.010782534653961173,,25.903184885848077
2019-11-29,1231.81248741957,1231.994933605044,1211.738506143103,1214.0653076171875,2515083.0,0.0,0.0,1244.787683105469,,,,1202.723667481223,1271.1758422851562,1339.6280170890896,-0.01433461149625137,0.1551587113493973,25.499845069854718
2019-12-02,1214.065557288559,1225.3343404549246,1204.7584608617335,1216.620361328125,3044008.0,0.0,0.0,1241.945397949219,,,,1197.7507122649806,1265.8813293457033,1334.011946426426,0.0021045438782467674,0.1513864703468138,25.14813325009303
2019-12-03,1216.7114418757983,1216.7114418757983,1195.3144454027213,1198.2342529296875,3068849.0,0.0,0.0,1237.150439453125,,,,1191.015353577,1259.5397766113283,1328.0641996456566,-0.015112445083827364,0.15440785803474297,24.8801949088776
2019-12-04,1195.3142334595009,1197.1391406861565,1169.9024226050194,1172.5941162109375,9615177.749571223,0.0,0.0,1228.4182250976562,,,,1178.8579919352928,1252.4819396972657,1326.1058874592386,-0.02139826720531457,0.1647475803530072,25.126740295719777
2019-12-05,1180.7150678942317,1198.0516879019522,1172.6398750620738,1188.1971435546875,6644324.0,0.0,0.0,1220.160498046875,,,,1175.0219495739725,1245.5997497558594,1316.1775499377463,0.013306417905428969,0.17019708575272902,25.15037110966941
2019-12-06,1194.2651344240082,1194.402024770778,1170.7694490627805,1177.79541015625,3302384.0,0.0,0.0,1212.144616699219,,-32.3129853401058,-32.3129853401058,1168.9262769218963,1239.0186767578125,1309.1110765937287,-0.00875421511898189,0.16870370794891545,25.04195715240714
2019-12-09,1180.7149359723992,1185.185980804171,1160.458510990567,1164.290771484375,3038475.0,0.0,0.0,1202.5775390625001,,-33.742290728867374,-32.59884641785811,1160.589449689094,1232.3121337890625,1304.034817889031,-0.011466030989272902,0.169816132227127,25.019493771064067
2019-12-10,1165.203412853059,1171.5905889611024,1156.2157658920146,1167.0283203125,2759100.0,0.0,0.0,1194.912939453125,,-34.28116515797228,-32.93531016588095,1154.5832542251628,1226.016198730469,1297.449143235775,0.0023512587191898415,0.17200046857929516,24.330588720922908
2019-12-11,1170.6324064326125,1175.9246823400963,1145.1293705814323,1153.615234375,3949135.0,0.0,0.0,1188.4162475585938,,-35.32517351514139,-33.413282835733035,1145.2608700547764,1220.1445556640626,1295.0282412733488,-0.011493367987769454,0.16805233218413468,24.792354652190127
2019-12-12,1158.8164778616508,1170.541488451497,1157.1740162529998,1167.667236328125,3264836.0,0.0,0.0,1182.0108154296875,,-34.69471673743578,-33.66956961607359,1139.6367226095188,1215.548077392578,1291.4594321756374,0.012180839446644498,0.1775473704364972,24.230490325354896
2019-12-13,1175.1947178420207,1193.489459383684,1172.7768046037472,1191.02587890625,3655956.0,0.0,0.0,1179.706872558594,,-32.056806339309105,-33.347016960720694,1138.119864880891,1212.2472778320314,1286.3746907831717,0.02000453712444572,0.19654469283824758,24.344185520369482
2019-12-16,1199.3746739213548,1202.613928981497,1186.1897630318256,1188.9271240234375,3969819.0,0.0,0.0,1176.937548828125,,-29.779516833675643,-32.63351693531168,1136.249708551435,1209.441473388672,1282.6332382259088,-0.0017621404538580299,0.19484222980502167,23.7784698367482
2019-12-17,1194.584389167956,1209.0012027809378,1189.657228089848,1202.568359375,3719446.0,0.0,0.0,1177.3709594726563,,-26.630885744125408,-31.432990697074427,1136.004408444212,1207.2606994628907,1278.5169904815693,0.011473567282576091,0.20062256041200469,23.513870473944777
