,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_50,MACD,MACD_Signal,Upper_BB,Middle_BB,Lower_BB,Daily_Return,Volatility_20,ATR
2019-10-31,997.153372760259,1004.3891654529702,978.3204561773118,982.7808837890624,849468.0,0.0,0.0,,,,,,,,,,
2019-11-01,984.5650106439429,1000.1269585707432,984.5650106439429,988.7280883789062,655253.0,0.0,0.0,,,,,,,,0.006051404425892581,,
2019-11-04,994.1797769206928,994.2788733371684,980.9967471130542,989.9176025390624,875743.0,0.0,0.0,,,,,,,,0.001203075116543273,,
2019-11-05,991.2061039184912,994.1797222302464,957.6041927962864,961.2716674804688,1230007.0,0.0,0.0,,,,,,,,-0.02893769641545818,,
2019-11-06,965.8808329760697,971.3820149405896,933.2701268465528,960.42919921875,1420970.0,0.0,0.0,,,,,,,,-0.0008764101660531098,,
2019-11-07,964.8400410611451,982.2852442058986,959.685757246153,977.7752685546876,1351432.0,0.0,0.0,,,,,,,,0.018060747580402214,,
2019-11-08,997.153377145,1013.012675389851,967.9127960060564,973.5626831054688,5656687.0,0.0,0.0,,,,,,,,-0.004308337083884117,,
2019-11-11,973.3643702819988,973.3643702819988,959.9335400015184,961.4203491210938,2078020.0,0.0,0.0,,,,,,,,-0.012472061835446913,,
2019-11-13,975.842461511379,992.1478148927926,957.7034009389882,979.4603881835938,4039409.0,0.0,0.0,,,,,,,,0.018763945530164472,,
2019-11-14,990.214884947604,1004.091770222145,976.2389032633266,991.1069946289062,3441700.0,0.0,0.0,976.6453125,,,,,,,0.01189083967643767,,
2019-11-15,999.333994754342,1016.9774511046217,986.6961170724863,994.031005859375,2687762.0,0.0,0.0,977.7703247070312,,,,,,,0.002950247800000305,,
2019-11-18,996.0631236208526,1004.0918695531516,987.241364338538,991.2557373046876,2144563.0,0.0,0.0,978.0230895996094,,,,,,,-0.0027919335899266873,,
2019-11-19,946.552303865396,961.4699439894658,921.8216988764982,928.3140869140624,8952701.853433415,0.0,0.0,971.8627380371095,,,,,,,-0.06349688382310825,,
2019-11-20,931.7337511029618,940.3572564309392,927.8680230426346,931.4364013671876,2976893.0,0.0,0.0,968.8792114257812,,,,,,,0.003363424617959465,,28.861802088057598
2019-11-21,934.1622675240728,937.1358860356894,907.944852213634,921.4252319335938,2642185.0,0.0,0.0,964.9788146972656,,,,,,,-0.010748097689653568,,28.88531864048601
2019-11-22,922.81289813031,937.4331884068104,922.81289813031,934.3604736328124,3125980.0,0.0,0.0,960.6373352050782,,,,,,,0.014038297683767853,,27.965507057109622
2019-11-25,935.203004852667,946.0071761139268,935.203004852667,943.2317504882812,3604001.0,0.0,0.0,957.6042419433594,,,,,,,0.009494490730089566,,26.79987815882425
2019-11-26,948.9807325075888,969.3500055089436,929.6026050954578,950.51708984375,8952701.853433415,0.0,0.0,956.513916015625,,,,,,,0.007723806319811954,,27.72470117701436
2019-11-27,955.5226775341256,956.712136950242,934.9056028156456,939.8616333007812,1542111.0,0.0,0.0,952.5540405273438,,,,,,,-0.01121016829347099,,27.301974959698793
2019-11-28,945.4619487278338,964.146220692534,939.861670357873,962.60986328125,1885171.0,0.0,0.0,949.7043273925782,,,,916.760184548911,963.1748199462891,1009.5894553436672,0.024203807427032986,,27.08644727627408
2019-11-29,961.4699348528136,961.4699348528136,946.6513912829752,951.607421875,1071258.0,0.0,0.0,945.4619689941406,,,,915.8506366541445,961.616146850586,1007.3816570470275,-0.011429803314861098,0.308882997644894,26.29159189927413
2019-12-02,950.715367652999,950.715367652999,930.0486838942084,935.5498657226562,643539.0,0.0,0.0,939.8913818359375,,,,913.6242298878852,958.9572357177735,1004.2902415476618,-0.016874139254509757,0.31222357941072937,25.953530905096812
2019-12-03,937.780124569544,957.5051513695912,937.780124569544,954.9280395507812,1612054.0,0.0,0.0,942.5527770996094,,,,914.1452826743146,957.2077575683594,1000.2702324624042,0.02071313837788491,0.3228524545187828,25.66794195808525
2019-12-04,954.333224498132,966.4259510623916,951.6074077130844,963.7001342773438,1122303.0,0.0,0.0,945.7791503906251,,,,914.2078997607001,957.3291809082032,1000.4504620557062,0.009186131690812172,0.30805485092027357,24.892984914601104
2019-12-05,960.4787230212804,965.9303566400804,946.6018374461536,957.901611328125,814043.0,0.0,0.0,949.4267883300781,,,,914.1037932488862,957.202801513672,1000.3018097784577,-0.006016936952662033,0.3088565931062036,24.495523077410084
2019-12-06,962.4611367414734,965.43475508362,936.888031098696,955.720947265625,1235405.0,0.0,0.0,951.5628356933594,,-5.169936139619722,-5.169936139619722,914.0470893501881,956.1000854492188,998.1530815482495,-0.0022765010902074945,0.30147735453603736,24.784894570803928
2019-12-09,956.3156744797344,956.3156744797344,930.147868608704,933.7161865234376,861577.0,0.0,0.0,950.6112792968751,,-6.31173453001918,-5.398295817699614,911.7781448546808,954.1077606201172,996.4373763855536,-0.023024252848223403,0.3113874133743225,24.883673949391532
2019-12-10,941.6458364685728,959.487547054293,938.6722180376192,941.4971313476562,1610114.0,0.0,0.0,949.7092834472656,,-6.5548956391916136,-5.629615781998014,910.5799899712049,953.1115997314454,995.6432094916859,0.008333308275601192,0.3107763442221314,24.94708013378181
2019-12-11,941.6458432724772,963.4028303825098,916.3700864267422,958.05029296875,1616587.0,0.0,0.0,951.5281494140626,,-5.430851363755551,-5.589862898349521,911.170808519226,952.0410949707032,992.9113814221804,0.01758174408603841,0.30981307003202463,26.524627549637938
2019-12-12,962.4611059768312,962.4611059768312,947.2461168118892,951.954345703125,862822.0,0.0,0.0,950.4625976562501,,-4.943170519273622,-5.460524422534341,913.343516725426,950.0834625244141,986.8234083234023,-0.006362867701585118,0.3065609743194442,25.716796236445365
2019-12-13,956.4147823420104,974.0582386794074,954.7792680908912,966.3268432617188,1119572.0,0.0,0.0,951.9345397949219,,-3.426183470063279,-5.053656232040129,916.93915205237,948.6982543945313,980.4573567366926,0.01509788533816514,0.3120576808365917,25.458731717862296
2019-12-16,965.2364906824504,971.1837272984832,955.4235865650476,961.0238647460938,526157.0,0.0,0.0,954.4819396972657,,-2.5926312272553105,-4.561451231083165,921.3475976223087,947.1866607666016,973.0257239108944,-0.00548776902204795,0.31238379483331385,24.765975218974674
2019-12-17,966.4259646463636,969.8456378517192,959.4875218232614,963.9974975585938,822269.0,0.0,0.0,955.3888854980469,,-1.6850612141034844,-3.986173227687229,923.6684566239679,948.9708312988282,974.2732059736885,0.003094234099259907,0.20903677936466772,23.736842419652035
2019-12-18,966.42597610699,968.0118817145664,950.566678037542,956.26611328125,628845.0,0.0,0.0,954.6454833984376,,-1.5323811734050423,-3.4954148168307917,926.0628241569015,950.2123168945313,974.3618096321612,-0.00802012899091975,0.21191597880031873,23.287439652321485
2019-12-19,960.08225669213,966.475548485961,956.9599936056702,961.22216796875,906299.0,0.0,0.0,954.9775390625,,-1.023393101642455,-3.0010104737931242,931.5656874870808,952.2021636962891,972.8386399054973,0.005182714956294188,0.20729734927492632,22.353296477492165
2019-12-20,963.4523700146374,999.185339333706,963.4523700146374,984.0198974609376,8952701.853433415,0.0,0.0,957.8074340820312,,1.0981416540884084,-2.1811800482168175,931.446976137416,954.6851348876953,977.9232936379747,0.02371744041272339,0.217239083073814,23.46828754088244
2019-12-23,993.1885246067264,1002.8032359965156,978.8655841831232,988.0342407226562,1347986.0,0.0,0.0,963.2392395019532,,3.054920006802149,-1.133960037213024,930.1645426685626,956.9252593994141,983.6859761302657,0.0040795346436355295,0.21583242444437548,23.501813560347433
2019-12-24,989.2237393287415,991.1070552162112,976.3380593575256,986.0023193359376,716972.0,0.0,0.0,967.6897583007812,,4.406675032542921,-0.02583302326183512,929.2983967402906,958.6995208740235,988.1006450077564,-0.002056529321526779,0.21543082162114316,22.878040867371585
2019-12-26,989.4715227883472,990.9087837816382,979.4107563337302,982.2852783203124,335933.0,0.0,0.0,970.1132568359376,,5.141139251243658,1.0075614316392636,931.0429793540512,960.820703125,990.5984268959488,-0.003769809606663621,0.21098866674542946,22.065182765981334
2019-12-27,979.3116854493896,982.7809070071556,968.9535689843748,979.9559936523438,438117.0,0.0,0.0,972.9134216308594,,5.486077576522916,1.9032646606159942,930.7639801439864,961.6880096435548,992.6120391431232,-0.0023712914357748582,0.19485736201175158,21.476765284324156
2019-12-30,980.2037846864948,982.7313482660928,964.245329392758,967.7640991210938,390678.0,0.0,0.0,973.0571472167969,,4.781174872194015,2.478846702931598,931.8242713092733,962.4958435058594,993.1674157024455,-0.01244126737345641,0.19574175479121517,21.263140540682063
2019-12-31,967.417191425576,971.3820159805988,949.7241860481548,953.143798828125,403539.0,0.0,0.0,972.2691406250001,,3.076634381630697,2.598404238671418,934.9163609674046,963.3755401611329,991.8347193548612,-0.015107297642314554,0.1937020045357031,21.29133264009363
2020-01-01,956.5139462578086,971.3820386866864,953.1438211078938,967.813720703125,349251.0,0.0,0.0,972.6507629394532,,2.802071424756832,2.639137675888501,935.7721356657718,964.01982421875,992.2675127717283,0.01539108987860649,0.18733586304600117,21.0732545842699
